fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0.23148148148148145,0.2808219178082192,0.16666666666666666,0.07534246575342465,0.11414392059553352,0.23943661971830985,0.10389610389610392,0.4155653450807648,0.34020618556701043,0.18238993710691828,0.22641509433962304
0.5185185185185186,0.136986301369863,0.5769230769230769,0.37671232876712324,0.1513647642679901,0.056338028169014086,0.045454545454545456,0.55286343612336,0.3608247422680413,0.270440251572327,0.7358490566037739
0.27777777777777773,0.0958904109589041,0.3846153846153846,0.0547945205479452,0.11662531017369729,0.26760563380281693,0.2077922077922078,0.35462555066079915,0.42268041237113385,0.05031446540880505,0.39622641509434
0.537037037037037,0.0958904109589041,0.6025641025641024,0.0684931506849315,0.16377171215880895,0.07042253521126761,0.11688311688311688,0.55286343612336,0.30927835051546415,0.4088050314465409,0.41509433962264164
0.47222222222222227,0.2602739726027397,0.4358974358974359,0.0958904109589041,0.2034739454094293,0.1267605633802817,0.2532467532467533,0.629221732745961,0.3711340206185567,0.1320754716981132,0.18867924528301905
0.5462962962962963,0.13013698630136986,0.6282051282051281,0.1095890410958904,0.13647642679900748,0.07042253521126761,0.09740259740259742,0.6336270190895874,0.39175257731958757,0.2955974842767296,0.3773584905660379
0.6296296296296295,0.32191780821917804,0.7564102564102563,0.11643835616438356,0.18610421836228289,0.16901408450704225,0.2792207792207792,0.6409691629956029,0.30927835051546415,0.1635220125786164,0.43396226415094374
0.25925925925925924,0.386986301369863,0.08974358974358974,0.1095890410958904,0.11414392059553352,0.056338028169014086,0.019480519480519487,0.4588839941262819,0.5154639175257731,0.10062893081761012,0.41509433962264164
0.25925925925925924,0.3493150684931507,0.15384615384615383,0.28767123287671226,0.24565756823821344,0.6901408450704226,0.6753246753246753,0.604258443465497,0.39175257731958757,0.23899371069182393,0.1320754716981134
0.27777777777777773,0.0958904109589041,0.3333333333333333,0.07534246575342465,0.09925558312655089,0.25352112676056343,0.461038961038961,0.36930983847283017,0.2783505154639174,0.2515723270440252,0.41509433962264164
0.19444444444444436,0.3287671232876712,0.23076923076923073,0.0684931506849315,0.16625310173697272,0.23943661971830985,0.5194805194805195,0.4941262848751933,0.7319587628865976,0.11320754716981132,0.11320754716981174
0.08333333333333331,0.2876712328767123,0.05128205128205128,0.0547945205479452,0.09181141439205957,0.056338028169014086,0.045454545454545456,0.30323054331864796,0.865979381443299,0.11949685534591195,0.5094339622641513
0.3981481481481481,0.4657534246575342,0.15384615384615383,0.10273972602739725,0.17617866004962782,0.09859154929577466,0.14285714285714285,0.6086637298091091,0.463917525773196,0.1635220125786164,0.32075471698113245
0.47222222222222227,0.17123287671232873,0.5,0.1095890410958904,0.16625310173697272,0.3802816901408451,0.38311688311688313,0.5301027900146948,0.2886597938144333,0.12578616352201258,0.20754716981132115
0.6666666666666667,0.30821917808219174,0.641025641025641,0.11643835616438356,0.17369727047146405,0.07042253521126761,0.16883116883116883,0.7731277533039673,0.24742268041237114,0.24528301886792456,0.3773584905660379
0.0,0.3287671232876712,0.21794871794871795,0.0958904109589041,0.11414392059553352,0.22535211267605634,0.6493506493506493,0.22980910425845025,1.0,0.1320754716981132,0.7924528301886793
0.17592592592592587,0.3150684931506849,0.02564102564102564,0.07534246575342465,0.12406947890818859,0.5070422535211268,0.3051948051948052,0.26945668135095957,0.48453608247422686,0.2327044025157233,0.547169811320755
0.3148148148148147,0.2808219178082192,0.28205128205128205,0.08904109589041095,0.16377171215880895,0.4507042253521127,0.538961038961039,0.4926578560939845,0.39175257731958757,0.04402515723270442,0.16981132075471717
0.24074074074074064,0.15753424657534243,0.30769230769230765,0.07534246575342465,0.13647642679900748,0.3802816901408451,0.2727272727272727,0.417767988252578,0.5670103092783507,0.0943396226415095,0.2452830188679247
0.45370370370370366,0.4452054794520548,0.15384615384615383,0.136986301369863,0.17369727047146405,0.4084507042253521,0.4415584415584416,0.6299559471365654,0.4329896907216493,0.15723270440251577,0.32075471698113245
0.27777777777777773,0.5787671232876712,0.1282051282051282,0.0821917808219178,0.24813895781637724,0.14084507042253522,0.10389610389610392,0.4574155653450873,0.39175257731958757,0.06918238993710693,0.15094339622641528
